Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Latitude,Longitude
364789,"June 27, 2015",Michigan,Detroit,Stringham Court,0,4,0,0,0,,42.3914455,-82.9728159
364210,"June 25, 2015",Louisiana,New Orleans,2588 Martin Luther King Jr Blvd,0,4,0,0,0,,299443925.9999999,-90.0853345
363418,"June 24, 2015",New York,New York (Manhattan),2110 Madison Ave,0,4,0,0,0,,40.8107475,-73.9373054
361948,"June 22, 2015",Pennsylvania,Philadelphia,700 block of East Hilton Street,0,7,0,0,2,,39.9973792,-75.1171782
361708,"June 21, 2015",Kentucky,Lexington,726 Georgetown St,1,4,0,0,0,,38.0712039,-84.5015713
361198,"June 20, 2015",Pennsylvania,Philadelphia,4100 block of Ogden St,0,10,0,0,1,,39.9690267,-752060250.9999999
360895,"June 20, 2015",North Carolina,Morven,6066 Robinson Bridge Rd,0,4,0,0,2,,34.8638948,-80.0130418
361212,"June 20, 2015",Michigan,Detroit,Dexter and Webb,1,11,0,0,0,,42.3795284,-831239794.9999999
361014,"June 19, 2015",Rhode Island,Woonsocket,80 River Street,0,4,0,0,1,,42.0003994,-715177279.9999999
359830,"June 17, 2015",South Carolina,Charleston,110 Calhoun Street,9,0,0,0,1,,3.2787494,-79.9331048
359215,"June 16, 2015",Florida,Miami Gardens,600 block of Northwest 177th Street,0,4,0,0,1,,25.9362963,-0.8021082
358117,"June 15, 2015",New York,Brooklyn,673 Flatbush Avenue,0,4,0,0,0,,40.6568352,-739598963.9999999
357597,"June 14, 2015",New Jersey,Camden,2800 block of Mitchell Street,1,3,0,0,0,,39.9498762,-75.0874546
357667,"June 14, 2015",Oklahoma,Tulsa,1800 block of North Kingston,0,4,0,0,0,,36.1808714,-9.5909606
357611,"June 14, 2015",Missouri,Saint Louis,1400 block of North Market Street,0,4,0,0,0,,38.6479724,-90.1961658
357732,"June 13, 2015",Georgia,Fayetteville,600 block of Highway 279,1,4,0,0,1,,33.5328677,-844548588.9999999
357590,"June 13, 2015",Oklahoma,Oklahoma City,500 block of SE 69th St,0,4,0,0,2,,3.5395178,-97.5033841
357770,"June 13, 2015",Georgia,Milledgeville,451 North Flynn Street,1,3,0,0,0,,33.0801429,-83.2320991
357701,"June 13, 2015",New York,Bronx,2409 Creston Avenue,0,5,0,0,0,,40.8607278,-73.8995437
357164,"June 13, 2015",Ohio,Columbus,1623 E. Hudson Street,4,1,0,0,2,,40.0134722,-82.9663909
357220,"June 12, 2015",Florida,Allapattah,24th Avenue and 36th Street,0,4,0,0,0,,25.8092185,-8.0236143
356065,"June 11, 2015",Connecticut,Bridgeport,468 Trumbull Ave,1,8,0,0,2,,41.2206065,-731957166.9999999
355883,"June 11, 2015",Texas,Houston,3400 block of Burkett,1,3,0,0,0,,29.7282158,-953578339.0
355644,"June 10, 2015",California,Los Angeles,South Vermont Avenue and West 88th Street,1,3,0,0,0,,339579302.0000001,-118.2918057
355267,"June 9, 2015",Missouri,Saint Louis,North Market Street and North Spring Avenue,1,3,0,0,0,,38.6520539,-90.2256393
353854,"June 7, 2015",Montana,Deer Lodge,Boulder Creek Road,4,0,1,0,0,,46.4035617,-1.1271785
353536,"June 6, 2015",New York,Buffalo,100 block of Warren Avenue,1,4,0,0,1,,42.8936291,-78.8329335
353037,"June 6, 2015",Illinois,Chicago,100 block of North Lorel Avenue,0,5,0,0,0,,41.8823164,-87.7588137
353382,"June 5, 2015",Iowa,Davenport,900 block of West 3rd St,0,5,0,0,0,,41.5223834,-90.5859248
351936,"June 3, 2015",New York,Wyandanch,Davidson Street,3,1,0,0,0,,40.7403082,-73.3625692
350182,"May 31, 2015",Georgia,Conyers,4669 Bell Road SE,2,2,1,0,0,,33.5639997,-84.0155867
350021,"May 31, 2015",Maryland,Springdale,9222 Ardwick Ardmore Road,1,3,0,0,0,,3.8937582,-7.6846653
349976,"May 31, 2015",Connecticut,New Haven,849 Chapel Street,0,5,0,0,1,,41.3059614,-72.9250861
349289,"May 30, 2015",California,San Diego,4200 block of Market Street,0,4,0,0,0,,32.7115006,-117.1047015
348606,"May 28, 2015",Nebraska,Omaha,84th and Q,0,4,0,0,0,,41.2053046,-96.0430919
348620,"May 28, 2015",Illinois,Chicago,6200 block of South Honore Street,0,5,0,0,0,,41.7812156,-876703359.9999999
348673,"May 28, 2015",Pennsylvania,Chester,2700 block of West 3rd Street,1,3,0,0,0,,39.8325146,-753901978.9999999
346725,"May 26, 2015",Louisiana,New Orleans,6700 block of Tara Lane,2,2,0,0,0,,30.0289543,-8.9984624
346097,"May 25, 2015",Illinois,Decatur,1816 N Water,1,4,0,0,1,,39.8605287,-88.9541802
345681,"May 24, 2015",Massachusetts,Brockton,1002 Main St,0,5,0,0,1,,42.0655663,-71.0160217
345749,"May 24, 2015",Michigan,Flint,W. 12th Street and Hammerberg Road.,0,7,0,0,1,,42.9943676,-83.7045445
346320,"May 24, 2015",Alabama,Montgomery,Smiley Court,1,3,0,0,2,,32.3337602,-863523747.0000001
346179,"May 24, 2015",Missouri,Saint Louis,2700 block of Dayton,0,4,0,0,0,,38.6419317,-902143891.0
346202,"May 23, 2015",California,Fresno,2400 block of South 9th Street,2,2,0,0,0,,36.7141647,-119.7585401
344302,"May 20, 2015",Maryland,Baltimore,800 block of Linwood Avenue,1,3,0,0,3,,39.3002485,-76.5769576
343106,"May 18, 2015",Missouri,Kinloch,8000 block of School Way,0,4,0,0,0,,38.7449286,-9.0319119
342589,"May 18, 2015",Florida,Miami,Northwest 75th Street and Northwest 16th Avenue,1,4,0,0,0,,25.8428633,-802243077.9999999
341622,"May 17, 2015",Texas,Waco,4671 S Jack Kultgen Fwy,9,18,0,0,0,,3.1497032,-97.1504616
341465,"May 16, 2015",Wisconsin,Milwaukee,28th Street and Auer Avenue,0,5,0,0,3,,43.0770152,-87.9484914
341162,"May 16, 2015",New York,Rochester,188 Lewis Street,0,4,0,0,0,,43.1642071,-77.5929226
341232,"May 16, 2015",Maryland,Baltimore,1700 block of North Broadway,0,5,0,0,0,,39.3096864,-765953021.9999999
339229,"May 12, 2015",Arizona,Tucson,800 block of West Calle Medina Road,4,0,1,0,0,,32.1305542,-110.9819022
340280,"May 12, 2015",Maryland,Capitol Heights,4700 block of Pard Rd,1,4,0,0,0,,38.8712551,-76.9273968
337855,"May 10, 2015",Ohio,Cleveland,3600 block of Bosworth Rd,1,4,0,0,1,,41.4543581,-817648253.9999999
338034,"May 10, 2015",New Jersey,Jersey City,Bostwick Avenue,0,4,0,0,5,,40.7076835,-74.0811202
337767,"May 10, 2015",New Jersey,Newark,19th Avenue and South 16th Street,1,3,0,0,4,,40.7328261,-74.2093971
335903,"May 7, 2015",Ohio,Cincinnati,2300 block of Baltimore Avenue,0,4,0,0,0,,3.9149722,-8.4561461
336622,"May 7, 2015",Michigan,Detroit,16000 block of Cathedral Street,0,4,0,0,8,,423615384.9999999,-832031830.9999999
334681,"May 4, 2015",New York,Buffalo,100 block of Roosevelt Avenue,1,3,0,0,0,,42.9340036,-78.8098377
334033,"May 3, 2015",Indiana,South Bend,1600 block of South William Street,0,4,0,0,1,,416577919.0000001,-86.2560369
334047,"May 3, 2015",New York,Bronx,University Avenue,0,4,0,0,0,,40.8523021,-73.9136207
333576,"May 3, 2015",Ohio,Dayton,2801 Germantown Street,1,6,0,0,0,,39.7388076,-842402324.9999999
333584,"May 3, 2015",Texas,Houston,San Jacinto St and Elgin St,0,6,0,0,0,,2.9740595,-9.5375321
333750,"May 3, 2015",Wisconsin,Menasha,Friendship Trail,3,1,1,0,0,,44.2051083,-88.4699479
332732,"May 1, 2015",Wisconsin,Milwaukee,3700 block of 37th Street,2,3,0,0,2,,43.0845208,-8.7959319
330611,"April 27, 2015",New York,Brooklyn,1365 Flatbush Ave,2,4,0,0,1,,40.6377674,-73.9525486
330750,"April 27, 2015",Arizona,Gila Bend,State Route 85,2,2,0,0,0,,32.9884155,-112.6649788
329463,"April 25, 2015",New Jersey,Trenton,Wood Street,0,4,0,0,0,,40.2217359,-74.7613763
329322,"April 25, 2015",New York,Gates,24 Hinchey Rd,1,6,0,0,1,,43.1393665,-77.6715976
326792,"April 21, 2015",Texas,Killeen,420 Gilmer St,2,3,0,0,1,,31.1241941,-977367813.0
325862,"April 19, 2015",Virginia,Richmond,200 block of West Hill Street,0,4,0,0,0,,3.7554668,-77.4363778
327341,"April 18, 2015",Alabama,Montgomery,1800 block of Gibbs Court,0,5,0,0,0,,32.3573348,-86.3358284
325445,"April 18, 2015",Pennsylvania,Williamsport,321 Pine St,0,5,0,0,2,,41.2406678,-77.0033213
325166,"April 18, 2015",North Carolina,Lumberton,Martin Luther King Drive,1,3,0,0,0,,34.5997848,-79.0334978
325207,"April 18, 2015",North Carolina,Charlotte,Bost Street,0,4,0,0,0,,35.2256263,-80.9004446
325618,"April 18, 2015",New Jersey,Paterson,Rosa Parks Blvd and Godwin Ave,1,3,0,0,2,,40.9206839,-74.1590599
324424,"April 16, 2015",Arizona,Phoenix,4300 block of East Anderson Drive,4,0,1,0,0,,3.3641836,-111.9894522
319808,"April 7, 2015",Georgia,Rome,20 Copeland Street,1,3,0,0,1,,34.2640674,-851594861.9999999
318125,"April 5, 2015",Pennsylvania,Pittsburgh,Dinwiddie Street,1,3,0,0,0,,40.4408589,-79.9806098
318221,"April 5, 2015",Kentucky,Louisville,40th and Grand Street,1,4,0,0,0,,38.2468618,-85.7663724
318297,"April 5, 2015",Indiana,Indianapolis,5000 block of Wildflower Court,0,5,0,0,1,,39.8588013,-86.2457591
318531,"April 5, 2015",Michigan,Benton Harbor,1000 block of Blossom Lane,0,4,0,0,0,,42.1155996,-86.4336139
317165,"April 3, 2015",Florida,Daytona Beach,300 block of Henry Butts Drive,0,4,0,0,2,,29.2042751,-8.1027577
316795,"April 2, 2015",Maryland,Baltimore,1900 block of West Lanvale Street,0,5,0,0,0,,39.2977366,-76.6475947
314044,"March 27, 2015",Florida,Panama City Beach,5312 Thomas Drive,0,7,0,0,1,,30.1434093,-85.7550687
313304,"March 26, 2015",Texas,Amarillo,3100 block of Redwood,0,4,0,0,0,,35.2446446,-101.8238576
312119,"March 24, 2015",Indiana,Indianapolis,3100 block of N Harding St,4,0,0,0,0,,39.8111336,-861873215.9999999
311922,"March 23, 2015",Tennessee,Clarksville,900 block of Carpenter Street,1,4,0,0,0,,36.5367244,-87.3488126
311348,"March 22, 2015",New Mexico,Albuquerque,10140 Lomas NE,1,6,0,0,0,,35.0871542,-106.5350505
310573,"March 21, 2015",Florida,Tampa,1802 Seventh Ave,0,4,0,0,1,,2.7960427,-82.4390452
310356,"March 20, 2015",Oklahoma,Oklahoma City,1300 block of N Stiles Ave,0,4,0,0,0,,35.4818874,-975056883.0
468151,"March 20, 2015",Texas,Lancaster,1500 block of Reynolds Street,1,5,0,0,0,,32.6114961,-96.7889962
308839,"March 18, 2015",New Jersey,Newark,200 block of Clinton Place,1,3,0,0,0,,40.7159206,-74.2129094
308728,"March 18, 2015",Arizona,Mesa,1504 West Main Street,1,5,0,0,1,,33.4155071,-111.8636586
308687,"March 17, 2015",California,Stockton,748 N Madison St,3,4,0,0,0,,37.9598945,-12.1295553
307512,"March 15, 2015",California,Compton,2700 block of West Alondra Boulevard,0,4,0,0,0,,33.8860713,-11.8257085
306897,"March 14, 2015",Georgia,Atlanta,2900 block of Delmar Lane,0,5,0,0,0,,33.7549776,-844819263.9999999
308201,"March 14, 2015",California,Coachella,84000 block of Bagdad Avenue,0,4,0,0,0,,33.6745289,-116.1880023
305907,"March 13, 2015",Mississippi,Brookhaven,1097 South First St.,2,3,0,0,1,,31.5589698,-90.4447572
304238,"March 10, 2015",Georgia,Columbus,3023 Victory Drive,0,5,0,0,0,,32.4376544,-84.9596598
303659,"March 9, 2015",Illinois,Chicago,200 block of West 105th,1,3,0,0,0,,41.7034679,-87.6281841
302786,"March 8, 2015",South Carolina,Seneca,Wells Highway,1,3,0,0,0,,34.6616989,-82.9660928
491864,"March 7, 2015",Missouri,Saint Louis,3140 Olive St,0,4,0,0,1,,38.6350237,-902254405.0
300860,"March 4, 2015",California,San Bernardino,190 block of W Club Center Dr,3,4,0,0,0,,34.0604551,-11.7285216
300660,"March 1, 2015",Florida,Orlando,4900 block of Steyr St,0,4,0,0,0,,28.4520536,-81.4441063
299344,"March 1, 2015",Michigan,Detroit,9855 Chalmers St,1,5,0,0,2,,42.4119559,-829693539.0000002
299190,"February 28, 2015",Maryland,Baltimore,4300 block of Welbourne Road,1,3,0,0,0,,39.3434432,-765879583.9999999
298122,"February 26, 2015",Missouri,Tyrone,18279 Highway H,7,1,1,0,0,,372026040.9999999,-91.8765004
588835,"February 23, 2015",Florida,Daytona Beach,Sheridan Road,0,4,0,0,1,,29.2083373,-81.0459662
296215,"February 22, 2015",Texas,Killeen,1706 Godman St.,3,1,1,0,0,,31.1204765,-97.6828968
296327,"February 22, 2015",South Carolina,Charleston,4224 Dorchester Road,0,4,0,0,1,,32.8541606,-80.0054179
296121,"February 22, 2015",Georgia,Clarkesville,281 Lower Pond Court,2,2,1,0,0,,34.6310046,-83.5977726
295871,"February 20, 2015",California,Sacramento,1417 R Street,0,4,0,0,0,,38.5699768,-121.4906935
295502,"February 17, 2015",Arkansas,Little Rock,7900 Scott Hamilton,1,3,0,0,0,,3.4677415,-923203507.0
293883,"February 15, 2015",California,Long Beach,200 block of W. 14th Street,0,5,0,0,5,,33.7837075,-118.1937324
290626,"February 9, 2015",Florida,New Port Richey,9552 Adler St,3,1,0,0,0,,28.2964055,-8.2617046
290510,"February 8, 2015",Tennessee,Friendship,251 Dupree Rd,0,6,0,0,0,,35.8471024,-89.2348485
289811,"February 7, 2015",Georgia,Douglasville,3640 Willow Tree Circle,4,2,1,0,0,,3.3714038,-84.6688961
290098,"February 6, 2015",Oklahoma,Tulsa,1219 N. Sheridan Road,1,3,0,1,2,,36.1720775,-959040769.0
289146,"February 5, 2015",Ohio,Beachwood (Warrensville Heights),20009 Harvard Ave,3,3,0,0,1,,4.1450275,-815384342.9999999
287529,"February 1, 2015",New York,Syracuse,1217 West Fayette Street,0,6,0,0,1,,43.0469671,-76.1765575
287031,"February 1, 2015",New York,New York (Manhattan),3345 Broadway,1,4,0,0,2,,40.8204613,-73.9551772
286810,"January 31, 2015",Georgia,Lagrange,113 Woodstream Trl,4,0,0,0,1,,32.9781741,-85.1414745
285549,"January 28, 2015",Georgia,Ellenwood,1600 block of Panola Rd,1,3,0,0,0,,33.6244803,-84.2306849
285123,"January 26, 2015",California,Stockton,1500 block of E. 9th Street,1,3,0,0,0,,37.9307053,-121.2654196
282956,"January 24, 2015",New York,Arverne (Queens),231-11 148th Avenue,3,1,1,0,0,,40.6557537,-73.7507047
283041,"January 24, 2015",Nebraska,Omaha,3402 Parker St,3,5,0,0,0,,41.2766684,-95.9632456
283115,"January 23, 2015",Massachusetts,Boston,954 Parker Street,0,6,0,0,0,,42.3244466,-711006871.0000002
281663,"January 20, 2015",Tennessee,Clarksville,321 Lansinger Lane,1,3,0,0,1,,36.6135698,-87.4190582
281039,"January 19, 2015",Texas,San Antonio,1000 block of Gibbs St.,2,5,0,0,3,,29.4214305,-98.4608085
278927,"January 13, 2015",Illinois,Rockford,700 block of Oakley Avenue,2,2,0,0,1,,42.2835028,-891151280.9999999
298773,"January 13, 2015",Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5,0,0,0,,3.6824453,-7.6409478
276845,"January 11, 2015",North Carolina,Hope Mills,1900 block of Gumberry Road,2,5,0,0,3,,34.9360387,-788654823.9999999
277480,"January 11, 2015",Florida,Lakeland,7665 Chase Road,1,3,0,0,2,,2.8139317,-8.1981439
276766,"January 11, 2015",California,San Jose,3840 Monterey Hwy,0,5,0,0,0,,3.7171426,-121.6928579
276536,"January 10, 2015",Kansas,Wichita,4859 E Harry Street,2,2,0,0,1,,37.6643147,-972786780.0
276459,"January 9, 2015",California,San Francisco,Laguna St and Page St,4,0,0,0,1,,37.7736745,-122.4257307
275986,"January 8, 2015",Massachusetts,Boston,104 Harrishof Street,1,3,0,0,0,,42.3166825,-710887195.9999999
275064,"January 7, 2015",Tennessee,Chattanooga,773 West Main Street,1,3,0,0,1,,35.0407045,-853181317.9999999
274867,"January 6, 2015",Florida,Miami,1300 block of NW 62nd Street,1,3,0,0,0,,25.8313381,-80.2188184
273535,"January 4, 2015",Virginia,Roanoke,3634 Shenandoah Ave NW,2,4,0,0,2,,37.2809772,-799985112.9999999
273397,"January 4, 2015",Texas,Dallas,2000 block of Ben Hur St.,3,1,0,0,1,,32.6798798,-966110721.0000002
273965,"January 2, 2015",Georgia,Savannah,500 block of W. 54th Street,1,4,0,0,1,,3.2045464,-81.1092135
272016,"January 1, 2015",Tennessee,Memphis,I-240 and Poplar Ave,0,5,0,0,2,,35.1490314,-9.0046189
740447,"December 31, 2016",Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,0,0,0,,31.3569872,-834977148.9999999
738749,"December 31, 2016",Texas,Houston,3704 Fannin Street,1,3,0,0,0,,29.7379961,-95.3790282
738041,"December 30, 2016",Ohio,Mansfield,3230 Possum Run Rd,0,5,0,0,0,,4.0672711,-8.2495751
738576,"December 30, 2016",Connecticut,Wallingford,95 S Turnpike Rd,2,3,0,0,2,,41.4493459,-72.8446871
736690,"December 28, 2016",Georgia,Columbus,2914 10th Street,1,4,0,0,0,,324648701.0000001,-84.9485971
734157,"December 25, 2016",Illinois,Chicago,8600 block of S Maryland Ave,3,4,0,0,0,,41.7383465,-87.6039182
735947,"December 25, 2016",Alabama,Ozark,858 US-231,0,4,0,0,1,,31.4497274,-85.6615777
733599,"December 25, 2016",New York,Mount Vernon,4 North 3rd Avenue,1,5,0,0,1,,40.9124279,-73.8364981
732927,"December 24, 2016",North Carolina,Madison,490 K Ford Rd,0,7,0,0,0,,35.7670367,-82.5981676
733176,"December 24, 2016",North Carolina,Wilson,2241 Banks Lane East,4,0,0,0,0,,35.7313145,-77.8730736
732263,"December 23, 2016",Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,0,0,1,,33.5383163,-867825393.0000001
732574,"December 23, 2016",Illinois,Chicago,4900 block of W Hubbard,0,4,0,0,0,,4.1888858,-87.7482313
728286,"December 17, 2016",North Carolina,Charlotte,4115 N. Tryon Street,0,4,0,0,2,,352579815.0000001,-80.7965215
727759,"December 17, 2016",Illinois,Chicago (Roseland),100 block of W 105th St,5,0,0,0,1,,41.7037533,-87.6259537
727555,"December 16, 2016",Illinois,Chicago,13th and South Kedzie,0,4,0,0,0,,41.7630163,-87.7027763
727544,"December 16, 2016",Illinois,Chicago,4300 block of South Rockwell,2,2,0,0,0,,41.8156212,-8.7689528
724667,"December 12, 2016",California,Sacramento,4800 block of Myrtle Avenue,1,3,0,0,3,,38.6532371,-121.3527855
723649,"December 11, 2016",New York,Brooklyn,192 Knickerbocker Ave,0,4,0,0,0,,40.7036052,-73.9271578
723643,"December 11, 2016",Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4,0,0,0,,28.5959502,-814507366.0000001
723292,"December 11, 2016",Maryland,Baltimore,3916 South Hanover Street,0,5,0,0,0,,39.2349403,-766117113.9999999
725338,"December 11, 2016",North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,0,0,0,,35.9468605,-77.7797532
725323,"December 9, 2016",Texas,Channelview,15300 block of Market St,4,0,0,0,0,,29.7716559,-951392555.0
722452,"December 9, 2016",California,Fresno,842 Fresno Street,0,4,0,0,0,,36.7277619,-119.8034075
719128,"December 5, 2016",New Mexico,Albuquerque,1532 Stagecoach Lane,3,1,1,0,0,,35.0482237,-106.4910131
717873,"December 3, 2016",California,Los Angeles,91st Street and Western Avenue,0,6,0,0,0,,33.9545332,-118.3090347
717616,"December 2, 2016",New Jersey,Bloomfield,3 1st Ave,0,6,0,0,0,,40.7700508,-74.1888347
716001,"December 1, 2016",California,Clearlake Oaks,Pomo Rd,1,3,0,0,1,,39.0080342,-122.6656911
715101,"November 30, 2016",Maryland,Baltimore,2901 Garrison Blvd,2,4,0,0,1,,39.3207984,-76.6770815
712796,"November 28, 2016",Texas,Mission (Palmview),1840 West Palma Vista Drive,1,3,0,0,1,,26.2335891,-98.3750259
712776,"November 28, 2016",California,Wilmington,1067 McDonald Avenue,0,4,0,0,0,,33.7843652,-118.2715425
713445,"November 28, 2016",California,San Pedro,300 block of West 2nd Street,0,4,0,0,0,,33.7423788,-118.2835381
711597,"November 27, 2016",Louisiana,New Orleans,100 block of Bourbon Street,1,9,0,0,3,,29.9542063,-90.0691878
711744,"November 27, 2016",Missouri,Kansas City,Gregory and Prospect,0,7,0,0,0,,38.9980425,-94.5569108
710732,"November 26, 2016",Illinois,Chicago,8800 block of S Exchange Ave,1,5,0,0,0,,41.7353723,-87.5530761
710467,"November 25, 2016",Louisiana,New Orleans,Magnolia St and Felicity St,0,4,0,0,0,,29.9367179,-90.0781119
709370,"November 24, 2016",Kentucky,Louisville,4501 W Broadway,2,4,0,0,0,,3.8257173,-858294258.9999999
709276,"November 24, 2016",New York,Albany,77 Central Ave,1,3,0,0,1,,426593376.9999999,-737658273.9999999
708777,"November 23, 2016",Mississippi,Olive Branch,928 Cross Road,0,4,0,0,1,,34.9897981,-89.7717863
708392,"November 22, 2016",Florida,Clewiston,1068 Harlem Academy Ave,1,4,0,0,3,,26.7371249,-809531052.9999999
704568,"November 18, 2016",Illinois,Chicago,5000 block of W Wabansia,0,4,0,0,0,,41.9116198,-87.7512081
703245,"November 17, 2016",Tennessee,Dyersburg,160 Longfellow,1,7,0,0,1,,36.0301617,-893645612.9999999
699605,"November 13, 2016",Florida,Jacksonville,5105 Cleveland Rd,3,2,0,0,1,,30.3649361,-817059862.9999999
699332,"November 13, 2016",Texas,San Antonio,8000 Midcrown,0,4,0,0,0,,29.5083282,-98.3800679
700232,"November 13, 2016",California,San Diego,3800 block of Marlborough Avenue,2,2,1,0,0,,32.7478034,-117.1057438
699316,"November 13, 2016",Florida,Orlando,Conley Street and South Ivey Lane,0,4,0,0,0,,2.8532541,-814343392.9999999
699033,"November 12, 2016",California,Sacramento,8600 block of Ardith Drive,1,5,0,0,0,,38.4564022,-121.3841172
700363,"November 12, 2016",Missouri,Kansas City,21st St and Cleveland Ave,1,3,0,0,1,,39.1343179,-9.4654215
699303,"November 12, 2016",Connecticut,Bridgeport,2500 Park Avenue,0,5,0,0,2,,41.1921746,-7.3213933
699863,"November 11, 2016",Texas,Houston,7705 Channelside Street,0,4,0,0,0,,29.7172322,-952830926.0
698383,"November 10, 2016",Texas,Houston,6610 S Sam Houston Pkwy W,1,3,0,0,1,,29.6099706,-95.4840526
697377,"November 9, 2016",Illinois,Chicago,3400 block of W Monroe,1,3,0,0,0,,41.8795875,-87.7109897
696352,"November 9, 2016",Tennessee,Memphis,1800 block of East Brooks Road,0,4,0,0,0,,35.0609342,-9.0003693
696917,"November 9, 2016",Washington,Seattle,1524 3rd Ave,0,5,0,0,1,,47.6104626,-122.3380822
693438,"November 5, 2016",Texas,San Antonio,10726 Perrin Beitel Rd,0,4,0,0,0,,29.5377244,-98.4105196
693401,"November 5, 2016",South Carolina,Myrtle Beach,803 Main St,0,5,0,0,0,,33.6935945,-78.8842844
693624,"November 5, 2016",Florida,Fort Lauderdale (Lauderhill),3135 W Broward Blvd,1,3,0,0,0,,26.1217116,-801869940.9999999
693374,"November 5, 2016",California,Oakland,420 14th Street,0,6,0,2,2,,37.8042354,-122.2703069
693290,"November 5, 2016",Illinois,Chicago,4800 block of North Winthrop,0,5,0,0,0,,4.1969429,-8.7657896
693307,"November 4, 2016",Pennsylvania,Philadelphia,5451 Springfield Ave,0,4,0,0,0,,39.9400032,-752255292.9999999
692020,"November 3, 2016",Illinois,Chicago,8000 block of S Shore Dr,2,2,0,0,1,,41.7501635,-87.5480201
692315,"November 3, 2016",New Jersey,Orange,234 Cleveland Street,2,2,0,0,1,,40.7786386,-74.2269986
692025,"November 2, 2016",Arkansas,Little Rock,2111 Bragg Street,1,4,0,0,2,,34.7280387,-922660086.0
691113,"November 1, 2016",Tennessee,Memphis,5200 block of Zodiac Rd,1,5,0,0,1,,35.0057497,-8.9959256
689518,"October 31, 2016",Louisiana,Shreveport,700 Block of W 68th St,0,4,0,0,0,,32.4435908,-937696425.0
688979,"October 30, 2016",Ohio,Toledo,742 Junction Ave,0,4,0,0,0,,41.6480991,-83.5768683
689020,"October 30, 2016",Maryland,Capitol Heights,6862 Walker Mill Rd,3,3,0,0,1,,38.8717418,-76.8926015
688841,"October 30, 2016",New York,New York (Manhattan),135 Ridge Street,0,4,0,0,0,,40.7195832,-73.9830138
688577,"October 30, 2016",New York,Newburgh,119 First Street,2,5,0,0,3,,41.5020529,-74.0104554
688592,"October 30, 2016",Texas,San Antonio,2900 block of Aspen Meadow,0,5,0,0,1,,29.4646233,-98.6069065
689009,"October 29, 2016",California,Los Angeles,1600 block of Century Boulevard,0,5,0,0,0,,33.9456577,-118.2462644
687940,"October 29, 2016",Ohio,Dayton,2010 Cornell Ridge Dr,1,3,0,0,0,,39.7769582,-84.2515045
688210,"October 29, 2016",California,Riverside,3500 block of Madison Street,0,4,0,0,0,,33.9365919,-117.4055706
688429,"October 28, 2016",Mississippi,Jackson,200 block of Lorenz Blvd,0,6,0,0,1,,32.3336947,-90.1820608
687375,"October 28, 2016",Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,0,4,0,0,0,,25.9321739,-802458920.9999999
686312,"October 27, 2016",Georgia,Jackson,600 block of Moccasin Gap Road,4,0,0,0,2,,333839714.0000001,-83.9910908
685379,"October 25, 2016",Ohio,Dayton,3300 block of Riverside Dr,1,3,0,0,2,,39.7589478,-84.1916069
684130,"October 25, 2016",Virginia,Roanoke,830 Campbell Avenue Southeast,1,3,1,0,0,,3.7275096,-799298613.0000001
683142,"October 23, 2016",Oklahoma,Wellston,Highway 66 and N 3310 Rd,1,4,1,0,1,,36.1450958,-96.0023638
682298,"October 22, 2016",California,Oakland,77th and Bancroft Avenues,0,7,0,0,0,,4.0773369,-96.6157165
679290,"October 18, 2016",California,San Francisco,325 La Grande Ave,0,4,0,0,2,,37.7194881,-12.2425285
678438,"October 17, 2016",Illinois,Chicago (Englewood),6700 block of South Winchester,1,4,0,0,0,,41.7718518,-87.6727916
677293,"October 15, 2016",Alabama,Mobile,1800 block of St Stephens Road,0,5,0,0,0,,30.7030073,-880786960.0000001
676686,"October 15, 2016",Illinois,Rockford,7801 East State St,1,5,0,0,0,,42.2699348,-889627800.9999999
676663,"October 15, 2016",California,Los Angeles,2918 Rimpau Blvd,4,11,0,0,1,,3.4027166,-118.3508056
676376,"October 14, 2016",Illinois,Chicago,3300 block of W Maypole Ave,1,6,0,0,0,,41.8838982,-877085283.9999999
675993,"October 13, 2016",Illinois,Chicago,2700 block of West Lexington,0,4,0,0,0,,4.1872265,-876937569.9999999
672203,"October 9, 2016",Michigan,Grand Rapids,1850 28th Street SE,1,8,0,0,1,,429121114.9999999,-0.8562301
672217,"October 9, 2016",California,Sacramento,1696 Arden Way,1,3,0,0,0,,38.5979369,-121.4276274
671717,"October 8, 2016",New York,Brooklyn,7301 3rd Ave,0,4,0,0,1,,40.6326986,-74.0270516
669777,"October 4, 2016",Louisiana,New Orleans,3727 Ulloa Street,3,2,0,0,0,,299672896.9999999,-90.1019017
668407,"October 3, 2016",Minnesota,Minneapolis,Fourth St and Hennepin Ave,0,4,0,0,1,,44.9804497,-93.2713466
667984,"October 2, 2016",Texas,San Antonio,2600 South Flores Street,1,4,0,0,0,,29.3985719,-98.5040136
668279,"October 1, 2016",Illinois,Pembroke Township,S 17250 East Rd,4,0,0,0,2,,4.1026321,-8.7537302
